carat,cut,color,clarity,depth,table,price
0.28,Very Good,F,VS2,62.7,58.0,487
0.9,Very Good,H,SI2,62.9,57.0,3160
1.57,Premium,G,SI1,59.5,58.0,10914
0.25,Ideal,G,VS1,62.5,55.0,454
1.29,Ideal,J,SI1,61.6,58.0,5607
0.41,Premium,E,VVS1,61.2,62.0,1241
0.35,Ideal,E,VS2,62.4,57.0,767
0.85,Ideal,E,SI1,60.7,57.0,4181
0.24,Ideal,H,VVS1,60.7,57.0,504
1.15,Ideal,F,VVS2,62.1,55.0,8743
0.9,Premium,G,VS2,61.7,57.0,4637
1.24,Ideal,J,SI1,61.8,57.0,4875
0.51,Very Good,H,VS1,62.3,57.0,1628
1.21,Very Good,H,VS2,62.9,57.0,6189
0.7,Good,G,SI1,64.0,55.0,2016
0.9,Very Good,D,SI1,63.3,57.0,4304
0.36,Premium,G,SI2,60.8,58.0,608
1.02,Premium,H,I1,62.5,60.0,3199
1.21,Ideal,H,VS2,62.9,57.0,6302
1.69,Premium,I,I1,62.4,60.0,6436
0.32,Ideal,G,VS2,61.6,57.0,561
0.5,Ideal,G,SI1,62.2,56.0,1173
0.7,Very Good,H,VS2,62.3,56.0,2276
0.72,Very Good,E,SI1,57.9,58.0,2610
0.75,Ideal,G,VS1,62.3,57.0,2973
1.0,Premium,E,SI2,59.9,55.0,3612
0.34,Ideal,E,VVS1,62.0,56.0,1084
0.34,Ideal,I,VS1,62.0,56.0,555
0.49,Good,F,VS1,58.5,61.5,1294
2.24,Ideal,F,SI2,60.3,59.0,17989
2.02,Very Good,I,SI2,63.3,59.0,11390
0.5,Very Good,E,VS2,63.4,58.0,1583
0.61,Ideal,E,VS2,59.7,57.0,2115
0.59,Premium,F,SI1,62.4,59.0,1561
1.01,Fair,E,VS2,64.8,59.0,4972
0.7,Very Good,F,SI1,63.2,57.0,2423
1.03,Premium,I,SI1,62.0,58.0,3749
0.72,Ideal,D,SI2,62.7,55.0,2670
0.34,Ideal,H,VS1,62.4,55.0,615
0.32,Ideal,G,VS1,61.8,55.0,559
0.62,Ideal,G,VVS2,61.6,56.0,2861
1.51,Very Good,E,SI2,62.8,59.0,9058
1.04,Very Good,F,SI2,60.0,61.0,4427
1.25,Premium,I,SI1,59.7,59.0,5293
0.3,Ideal,F,VVS1,62.4,57.0,790
0.71,Very Good,G,VS2,63.5,57.0,2454
0.3,Ideal,G,IF,62.1,55.0,956
0.72,Very Good,G,VS1,60.1,63.0,3024
0.35,Premium,E,VS2,60.4,60.0,767
0.38,Premium,E,VS2,62.2,59.0,1112
0.33,Ideal,D,VS2,62.5,56.0,781
1.1,Premium,H,SI2,59.2,59.0,3388
0.33,Very Good,E,SI1,63.1,56.0,693
1.0,Very Good,G,VS2,63.5,59.0,5967
0.3,Very Good,H,SI1,60.8,61.0,421
1.01,Very Good,D,SI1,61.5,61.0,5542
1.5,Very Good,H,SI2,62.3,60.0,7775
0.39,Ideal,F,VVS2,61.6,55.0,988
0.41,Ideal,D,VS2,61.5,57.0,1007
0.3,Ideal,G,VS1,61.5,57.0,605
1.2,Premium,H,SI1,61.8,58.0,5669
0.41,Ideal,E,SI2,61.8,54.0,625
0.38,Ideal,E,VS2,60.1,56.0,866
0.51,Ideal,D,SI1,62.6,57.0,1619
0.73,Very Good,F,SI2,61.7,60.0,2624
0.33,Ideal,F,VVS1,61.8,57.0,955
1.52,Good,J,VS2,63.5,58.0,7370
1.05,Very Good,E,VS2,63.5,57.0,6586
2.0,Premium,I,VS1,60.8,59.0,18795
1.13,Ideal,H,VVS2,59.7,59.0,7108
0.53,Ideal,E,VS2,61.4,56.0,1813
0.23,Good,F,VVS1,58.1,52.0,458
0.3,Fair,F,SI1,64.6,56.0,599
0.72,Very Good,E,SI1,62.5,58.0,2618
1.0,Fair,E,SI2,65.1,59.0,3575
1.01,Ideal,D,SI2,61.6,57.0,5051
0.4,Premium,D,VS2,61.7,59.0,982
1.21,Premium,G,SI2,60.3,58.0,5430
1.51,Ideal,F,VS2,62.4,53.0,15688
0.41,Premium,E,SI1,61.8,60.0,904
0.9,Very Good,J,SI1,63.4,54.0,2834
0.53,Premium,H,SI1,60.9,60.0,1193
0.5,Ideal,G,VVS1,62.1,53.5,1865
2.0,Very Good,E,SI1,60.5,59.0,18709
0.35,Ideal,G,IF,60.7,57.0,959
0.3,Ideal,H,VVS1,62.2,55.0,665
1.19,Premium,H,VS1,62.4,59.0,7277
0.7,Premium,E,SI2,62.8,59.0,2475
0.32,Ideal,E,VS2,62.0,55.0,702
1.32,Ideal,G,SI1,61.9,57.0,7414
1.22,Ideal,E,SI2,62.7,57.0,6343
0.32,Ideal,D,VS2,61.3,57.0,713
1.87,Ideal,H,VS1,59.7,60.0,17761
0.32,Premium,G,VS2,62.3,58.0,720
1.01,Very Good,D,SI1,61.8,58.0,5812
0.32,Ideal,J,VS2,62.2,57.0,504
1.51,Premium,I,VS1,62.3,60.0,9467
0.39,Premium,H,VS1,61.7,57.0,1009
0.33,Ideal,E,VVS1,61.5,56.0,1052
0.32,Premium,I,VVS2,60.7,59.0,561
1.08,Ideal,J,SI1,62.1,55.0,4633
1.01,Premium,E,VS2,59.3,59.0,5882
0.57,Very Good,G,VS1,61.0,55.0,1817
1.02,Ideal,F,VS1,62.0,57.0,8637
1.01,Ideal,E,VVS2,61.4,56.0,10283
1.01,Very Good,G,VS2,61.6,56.0,5839
0.4,Premium,D,VS2,62.4,59.0,982
1.1,Ideal,H,SI2,62.6,56.0,4620
0.63,Very Good,G,VS1,59.9,57.0,2241
0.76,Premium,I,VS1,59.3,62.0,2753
1.01,Good,G,SI1,62.8,58.0,4641
1.01,Premium,E,VS2,62.5,58.0,6606
0.3,Ideal,E,VS2,61.2,55.0,844
0.54,Ideal,G,VS1,60.7,57.0,2274
0.55,Premium,E,VS2,62.3,60.0,2030
2.3,Ideal,G,SI2,61.6,57.0,15433
1.02,Premium,G,SI1,62.2,58.0,4435
0.31,Ideal,I,VS2,62.1,53.7,447
1.27,Very Good,J,SI1,60.9,59.0,5224
0.3,Premium,G,SI1,61.6,59.0,574
0.9,Very Good,H,VS2,63.0,57.0,4381
0.41,Very Good,D,SI1,62.9,58.0,791
0.3,Ideal,F,VS2,62.0,53.7,601
1.52,Fair,I,SI2,64.7,58.0,6905
0.74,Very Good,I,SI1,63.8,58.0,2352
1.05,Ideal,H,SI1,62.5,56.0,5027
0.37,Ideal,G,IF,62.1,54.0,1056
0.3,Good,H,VVS1,63.3,55.0,684
1.24,Ideal,F,VS2,62.0,57.0,9478
0.34,Very Good,F,VVS2,59.6,60.0,724
0.3,Ideal,G,IF,61.0,56.0,844
1.02,Very Good,J,SI2,63.4,56.0,3599
0.32,Ideal,D,VVS2,62.2,56.0,1014
0.67,Premium,G,VS2,61.0,57.0,2050
0.7,Very Good,E,SI1,59.1,62.0,2569
0.53,Very Good,E,VS2,63.5,59.0,1678
0.7,Very Good,E,VS1,63.4,62.0,2695
1.05,Premium,G,VS1,61.6,58.0,7063
0.9,Premium,H,VS2,60.4,59.0,4246
1.02,Ideal,G,VS1,61.0,57.0,7324
0.7,Premium,H,SI1,62.0,58.0,2155
1.03,Ideal,G,SI1,60.1,59.0,5111
0.39,Ideal,H,VVS2,61.9,54.0,911
0.5,Ideal,G,VVS2,62.8,57.0,1858
1.51,Ideal,G,SI2,61.2,56.1,9104
1.27,Ideal,E,VS2,61.8,55.0,6543
1.53,Ideal,G,SI1,60.1,57.0,10947
0.91,Very Good,J,VS2,61.6,58.0,3112
0.35,Ideal,D,SI1,61.5,56.0,780
1.04,Ideal,H,SI2,59.6,56.0,4077
0.65,Ideal,E,IF,62.3,56.0,4184
0.4,Ideal,D,VVS2,62.0,56.0,1323
0.43,Very Good,G,VS1,60.9,57.0,943
0.52,Ideal,E,VS2,61.5,56.0,1694
1.09,Very Good,I,SI1,63.2,59.0,4639
0.54,Ideal,G,VS1,61.6,56.0,1957
0.9,Good,H,I1,57.4,63.0,1939
1.73,Ideal,J,VS2,63.0,57.0,10076
1.7,Very Good,H,VS2,63.3,58.0,12833
1.05,Premium,F,SI1,60.3,60.0,5557
0.34,Very Good,E,SI1,63.2,55.0,765
0.3,Ideal,E,VS1,61.6,57.0,936
0.8,Very Good,F,VS2,62.1,60.0,3471
0.74,Ideal,F,SI2,60.6,57.0,2555
0.37,Ideal,F,VS1,61.7,56.0,1041
0.9,Very Good,I,VS2,62.3,64.0,3605
0.7,Premium,F,SI1,61.6,55.0,2348
0.52,Ideal,I,SI1,61.8,54.0,1094
0.56,Ideal,H,SI1,61.8,55.0,1214
0.33,Ideal,F,IF,61.2,56.0,1240
0.55,Ideal,F,VS2,60.9,56.0,1709
0.41,Ideal,E,IF,62.1,54.0,1419
1.21,Premium,H,VS2,61.5,58.0,6710
0.6,Premium,G,VVS2,59.7,60.0,2105
0.82,Ideal,G,VS1,61.9,54.0,3880
0.71,Very Good,E,SI2,61.9,63.0,2256
0.7,Premium,F,VVS2,61.0,57.0,2932
0.32,Ideal,E,VVS2,61.5,57.0,1080
1.46,Ideal,G,VS2,62.3,56.0,10302
0.32,Ideal,F,SI1,60.6,57.0,604
0.34,Ideal,F,VS2,61.0,57.0,686
0.35,Premium,I,VS2,62.9,57.0,630
0.79,Ideal,I,VS1,62.2,57.0,2958
1.54,Premium,G,VS2,63.0,59.0,11815
0.73,Very Good,G,VS1,60.7,55.0,3011
0.5,Premium,G,SI2,62.5,57.0,1000
0.52,Very Good,H,SI1,62.6,55.0,1111
0.4,Ideal,I,IF,62.8,54.0,1053
0.52,Ideal,G,VS1,61.6,56.0,1722
0.31,Ideal,H,VS1,62.4,55.0,698
0.31,Ideal,E,SI1,61.5,55.0,660
0.33,Ideal,I,VS2,62.4,56.0,463
0.41,Ideal,F,SI1,61.6,57.0,904
0.42,Ideal,G,VVS1,62.8,55.0,1245
1.03,Good,E,SI2,63.8,62.0,4250
0.4,Ideal,F,VVS2,62.4,56.0,1163
0.9,Very Good,I,VS2,59.9,58.0,3709
1.04,Ideal,H,VS2,62.2,57.0,6133
1.23,Ideal,H,VS2,62.2,55.0,7260
1.71,Premium,G,SI2,60.9,58.0,11351
0.81,Very Good,H,SI1,59.1,57.0,2562
0.71,Very Good,F,VS1,61.8,60.0,3017
0.43,Premium,I,IF,61.2,58.0,1056
0.26,Very Good,D,VVS2,62.8,60.0,554
0.5,Good,G,SI2,63.8,57.0,1009
0.71,Very Good,D,VS2,62.8,56.0,3045
0.3,Ideal,G,SI2,60.6,56.0,405
1.01,Very Good,I,SI1,60.3,57.0,3888
1.57,Ideal,E,VS2,62.3,57.0,16570
2.64,Ideal,H,SI2,62.3,55.0,17407
0.31,Very Good,D,VS2,62.3,55.0,734
1.3,Premium,G,VS2,62.2,58.0,8854
1.02,Good,D,VS1,64.6,58.0,6797
2.0,Ideal,F,SI2,62.9,56.0,17534
0.3,Good,G,VVS2,63.6,57.0,878
1.5,Premium,G,VS1,62.7,58.0,14234
0.33,Ideal,G,VS2,62.6,57.0,743
1.53,Ideal,G,SI1,62.4,57.0,11230
0.3,Premium,E,SI1,60.6,58.0,675
0.54,Very Good,F,SI1,64.0,59.0,1314
0.34,Ideal,G,VVS2,61.6,56.0,775
0.31,Ideal,D,SI1,62.3,55.0,732
0.4,Ideal,D,VS2,60.4,56.0,1050
0.56,Very Good,G,VS2,62.5,57.0,1580
1.01,Very Good,F,SI2,63.4,54.0,4270
1.04,Ideal,G,VS1,61.8,56.0,7467
0.54,Ideal,G,VS1,61.8,56.0,1724
2.14,Very Good,E,SI2,61.5,58.0,18125
0.27,Very Good,E,VVS2,60.9,58.0,620
1.52,Ideal,F,SI1,62.2,56.0,12183
0.71,Good,H,SI1,63.5,57.0,2096
1.31,Ideal,H,VS2,61.8,57.0,8261
0.31,Ideal,D,VS2,62.2,54.0,942
0.7,Very Good,H,SI1,63.5,57.0,2106
0.33,Premium,E,VVS1,59.7,58.0,1052
1.32,Ideal,I,VVS1,61.0,56.0,8501
0.39,Very Good,J,VS1,63.5,58.0,790
0.72,Very Good,E,VVS1,61.2,58.0,3903
1.62,Premium,G,VS2,62.3,58.0,13578
1.5,Premium,F,VS1,62.2,60.0,15708
1.23,Ideal,H,VVS2,61.6,57.0,8509
0.4,Very Good,E,VS1,62.9,56.0,959
0.58,Ideal,G,SI1,61.5,56.0,1690
1.72,Ideal,J,SI1,62.0,57.0,8900
0.3,Very Good,G,VS1,62.9,60.0,605
0.9,Very Good,I,SI1,61.7,58.0,3274
1.14,Premium,H,SI2,60.6,59.0,4702
1.02,Ideal,F,VVS2,61.1,56.3,9521
0.91,Premium,D,SI2,62.3,57.0,3781
0.53,Ideal,E,SI1,60.9,57.0,1769
2.33,Premium,H,I1,60.7,58.0,8220
0.3,Ideal,H,VS2,61.7,56.0,491
0.72,Very Good,G,SI1,62.5,60.0,2488
0.41,Ideal,E,SI2,62.8,57.0,876
2.03,Good,I,SI1,62.7,61.0,15339
1.5,Ideal,H,VS2,62.3,56.0,10920
1.03,Premium,G,SI2,63.0,60.0,3824
0.33,Ideal,D,SI2,62.0,57.0,492
0.5,Very Good,G,SI1,62.6,56.0,1197
1.06,Ideal,G,VS1,61.7,55.0,8093
1.35,Premium,J,VS2,60.5,56.0,6254
0.32,Ideal,F,IF,61.2,56.0,1204
1.2,Good,E,SI1,59.9,64.0,6653
0.3,Premium,D,SI1,61.0,60.0,709
0.56,Ideal,F,VVS2,62.3,54.0,2281
0.77,Very Good,I,VS2,62.4,63.0,2054
0.32,Ideal,D,VS2,62.2,56.0,758
0.9,Good,F,SI2,63.2,56.0,3318
0.38,Ideal,F,SI1,60.4,57.0,844
0.7,Premium,I,VVS2,60.1,59.0,2352
0.7,Fair,G,I1,66.7,55.0,956
1.21,Premium,I,VS2,62.3,58.0,5962
0.71,Good,G,VS2,64.1,56.0,2258
0.53,Very Good,D,SI1,61.2,54.0,1576
0.42,Premium,F,VS2,60.1,61.0,1013
0.3,Very Good,I,VVS1,62.8,59.0,552
0.33,Premium,H,SI1,63.0,58.0,610
0.51,Very Good,E,IF,63.3,58.0,2925
0.54,Ideal,I,SI1,62.3,55.0,1586
0.59,Very Good,F,SI1,61.4,58.0,1595
1.01,Good,G,SI1,64.2,56.0,4138
0.55,Very Good,H,VVS1,61.1,57.0,1881
0.72,Ideal,H,VVS1,61.8,56.0,3708
0.41,Ideal,H,IF,62.9,54.0,1243
0.32,Ideal,D,SI1,62.5,54.0,589
0.3,Premium,G,IF,60.0,59.0,895
1.16,Ideal,D,SI2,62.1,54.0,5898
1.05,Very Good,E,VS1,59.8,59.0,7666
1.0,Very Good,G,VS2,62.9,56.0,5702
1.21,Ideal,F,SI1,61.2,59.0,7349
0.83,Ideal,H,VS2,61.3,54.0,3027
1.5,Very Good,D,SI2,63.1,56.0,9783
0.51,Very Good,E,SI2,61.6,57.0,1195
1.55,Ideal,F,VS2,61.8,54.0,15426
0.34,Ideal,E,VVS1,62.2,56.0,1014
1.5,Very Good,D,VS2,62.4,59.0,13287
0.31,Ideal,E,VS2,62.0,56.0,680
0.9,Very Good,G,SI1,62.0,61.0,3734
1.11,Ideal,F,VS2,61.6,57.0,7740
1.5,Ideal,I,SI1,62.3,55.0,8736
0.31,Ideal,G,VVS1,62.0,53.0,789
0.32,Premium,G,VS2,62.5,60.0,720
0.31,Premium,F,SI1,62.7,58.0,663
0.35,Very Good,F,IF,62.0,54.0,1027
0.51,Premium,G,VS1,62.3,58.0,1656
1.5,Good,G,SI1,60.2,61.0,9892
1.03,Ideal,F,SI1,61.3,57.0,5378
0.8,Very Good,H,SI1,62.3,59.0,2670
1.02,Ideal,E,SI2,62.1,55.0,4798
1.36,Premium,I,VS1,62.0,59.0,7592
1.0,Good,I,SI1,58.0,58.0,4273
0.32,Ideal,I,VVS1,61.9,55.0,589
0.36,Ideal,G,SI1,61.1,55.0,571
0.9,Good,G,SI1,63.8,61.0,3774
0.59,Ideal,G,VVS2,61.0,57.0,2131
1.01,Very Good,H,SI1,62.5,58.0,4306
1.01,Ideal,H,SI1,62.3,59.0,4876
0.41,Ideal,D,VS1,61.0,57.0,1151
1.36,Premium,J,VS2,58.4,59.0,6157
2.57,Premium,D,SI2,58.9,58.0,17924
1.02,Good,F,SI2,59.2,58.0,4356
0.53,Premium,G,SI1,61.3,58.0,1273
0.72,Ideal,F,VS2,61.8,56.0,3564
1.11,Very Good,H,VS2,62.4,58.0,5450
0.36,Ideal,H,IF,61.9,57.0,947
1.39,Premium,J,VS1,60.8,58.0,7239
0.71,Ideal,D,SI2,61.9,56.0,2452
0.71,Ideal,D,SI2,61.6,55.0,2767
0.5,Fair,G,VS1,60.3,66.0,1327
0.5,Ideal,H,SI1,61.9,56.0,1446
1.01,Very Good,D,SI2,61.8,57.0,4260
1.51,Good,J,VS1,60.6,55.0,7848
0.43,Ideal,F,IF,60.9,57.0,1580
0.61,Good,F,VS1,61.9,60.0,2076
0.74,Premium,E,SI2,59.1,60.0,2553
1.01,Premium,E,SI2,61.8,61.0,3801
1.51,Premium,G,SI1,62.5,60.0,10235
0.53,Very Good,F,SI1,60.9,60.0,1322
1.01,Very Good,G,VS2,62.5,57.0,5679
0.72,Premium,F,SI1,59.3,60.0,2030
1.09,Ideal,H,VS2,61.5,54.0,5732
1.5,Ideal,I,I1,61.8,57.0,5412
0.39,Premium,G,VS2,60.4,61.0,942
1.1,Ideal,F,VVS2,61.2,56.0,9641
0.7,Ideal,H,SI1,61.8,53.0,2499
0.9,Good,D,VS2,57.7,61.0,4717
0.41,Premium,G,VS2,61.0,56.0,1061
0.41,Premium,E,SI2,61.7,58.0,953
2.07,Premium,H,SI2,59.6,60.0,11094
0.3,Very Good,E,SI1,61.7,56.0,526
2.02,Premium,I,SI2,59.4,59.0,14341
0.29,Premium,I,VS2,62.4,58.0,429
0.81,Very Good,G,SI1,62.3,59.0,3095
0.31,Ideal,D,VS2,61.7,55.0,734
1.42,Ideal,H,SI1,62.0,56.0,8529
1.5,Very Good,D,SI1,63.4,58.0,11352
1.0,Premium,H,VS2,58.9,56.0,4514
0.8,Very Good,E,SI2,62.9,54.0,2715
0.52,Ideal,G,VS1,60.4,57.0,1887
0.71,Premium,G,VS2,63.0,54.0,2443
0.91,Good,F,SI1,64.4,60.0,3994
0.7,Good,I,I1,63.9,62.0,1111
0.31,Good,D,SI1,63.4,55.0,571
0.31,Ideal,F,VS2,61.6,55.0,802
0.9,Premium,H,VVS1,62.3,59.0,4890
0.52,Ideal,D,SI1,61.8,57.0,1720
1.76,Very Good,H,SI1,63.0,63.0,9336
0.61,Good,F,SI2,62.5,65.0,3807
1.01,Ideal,G,VS2,61.9,58.0,6449
0.41,Ideal,F,VVS2,61.9,55.0,1115
2.17,Premium,D,SI2,62.2,59.0,16472
0.55,Very Good,G,VS1,62.0,57.0,1786
2.01,Very Good,I,VS2,62.5,61.0,15675
0.61,Ideal,E,VS2,61.3,55.0,2373
0.54,Very Good,G,SI1,60.4,56.0,1404
1.43,Fair,E,SI2,66.0,57.0,6086
1.9,Premium,F,SI2,62.9,61.0,12812
0.53,Ideal,G,VS1,61.9,55.0,1695
0.4,Premium,F,VVS2,60.8,59.0,1088
0.4,Good,F,VS1,63.0,62.0,883
1.18,Ideal,H,SI1,61.4,55.0,6013
0.88,Ideal,F,SI2,62.2,56.0,3619
0.7,Ideal,E,SI1,61.7,55.0,2745
0.42,Premium,G,VS2,62.0,58.0,847
1.01,Ideal,G,SI1,63.0,57.0,5555
0.32,Ideal,F,VVS1,60.3,57.0,912
1.3,Premium,J,SI1,61.0,59.0,5569
0.4,Ideal,F,VVS1,61.7,57.0,1206
0.8,Good,G,SI1,63.9,57.0,2650
1.36,Good,E,SI2,58.0,64.0,6397
0.8,Ideal,H,SI2,62.4,57.0,2122
0.9,Premium,F,SI2,61.5,61.0,3507
0.6,Ideal,F,VVS2,61.8,57.0,2298
0.4,Premium,H,VS1,62.6,58.0,1035
1.03,Very Good,D,VS2,63.3,57.0,7102
1.14,Ideal,F,I1,61.7,57.0,3824
0.38,Ideal,D,VVS2,61.5,57.0,1257
0.4,Very Good,F,VS1,61.5,59.0,982
0.24,Ideal,E,VVS1,60.9,56.0,752
0.41,Ideal,G,VVS1,61.8,55.0,1000
0.31,Ideal,F,VVS1,62.0,54.0,840
0.31,Very Good,D,SI1,63.4,58.0,732
0.53,Good,F,SI1,63.8,58.0,1363
1.72,Good,J,SI2,63.2,57.0,7741
0.4,Very Good,G,VVS1,60.7,55.0,1066
0.5,Premium,F,SI1,62.5,59.0,1409
0.3,Ideal,D,VS2,62.3,54.0,710
0.8,Ideal,D,VS2,61.0,57.0,4170
0.73,Ideal,E,VS2,61.6,56.0,3429
0.31,Very Good,H,SI1,61.0,61.0,435
0.5,Ideal,E,VS1,62.4,58.0,1678
0.52,Premium,H,SI1,62.6,55.0,1219
0.51,Premium,F,SI2,62.3,62.0,956
0.73,Ideal,G,SI1,60.6,57.0,3089
1.02,Very Good,G,VS1,61.9,58.0,6694
1.0,Good,F,VS2,63.2,59.0,6183
0.58,Ideal,E,VS1,60.6,57.0,2192
0.9,Very Good,H,SI2,61.5,59.0,3208
0.71,Fair,G,SI1,65.5,55.0,2300
1.2,Premium,G,SI1,62.2,58.0,5154
0.23,Ideal,G,VVS1,60.8,57.0,536
0.57,Very Good,E,VS1,62.9,57.0,1883
1.01,Very Good,F,SI1,63.5,57.0,5713
1.01,Ideal,I,SI2,61.9,55.0,3733
1.52,Very Good,F,VS1,63.8,56.0,15819
1.22,Premium,F,SI2,62.5,57.0,5794
0.4,Ideal,E,SI2,61.0,58.0,629
0.56,Ideal,J,SI1,61.8,58.0,1119
0.39,Premium,J,VS2,61.3,60.0,581
0.74,Ideal,F,VS2,61.9,57.0,3454
1.36,Ideal,G,VS1,61.0,56.0,10455
1.5,Ideal,E,SI1,62.0,55.0,11385
1.16,Ideal,G,IF,62.0,57.0,10082
0.71,Ideal,D,SI2,62.0,54.0,2934
1.06,Premium,F,SI2,62.4,58.0,4452
0.32,Premium,I,VS2,62.2,59.0,576
0.39,Ideal,F,VS1,62.3,57.0,1024
1.2,Good,E,SI1,64.0,61.0,7096
0.45,Ideal,G,IF,62.8,53.0,1377
0.43,Ideal,F,VVS2,61.4,56.0,1093
0.72,Very Good,D,VS2,62.9,58.0,3493
0.31,Ideal,G,VS1,61.9,55.0,583
0.71,Premium,F,SI1,61.6,57.0,2381
0.7,Very Good,F,VS2,61.6,58.0,2362
0.73,Very Good,G,SI2,62.6,56.0,1986
0.37,Ideal,H,VVS1,62.0,53.0,815
1.06,Very Good,E,SI1,63.7,55.0,5445
0.32,Ideal,E,VS2,61.4,56.0,702
1.04,Premium,F,VS2,61.9,58.0,6908
2.08,Ideal,H,SI1,61.7,58.0,17469
0.35,Ideal,F,VS2,60.5,57.0,906
2.32,Fair,H,I1,70.5,55.0,6860
0.31,Good,F,SI1,63.5,56.0,516
1.4,Ideal,J,SI1,62.7,57.0,6139
2.01,Premium,H,SI1,58.2,62.0,16287
2.24,Ideal,I,SI2,62.1,57.0,15852
0.75,Very Good,E,VS2,60.4,56.0,3817
0.7,Ideal,I,SI1,60.8,59.0,2083
0.34,Ideal,H,VS2,60.4,57.0,555
1.51,Ideal,E,VS2,61.1,57.0,13157
0.72,Ideal,H,VS2,62.3,52.0,2548
1.29,Ideal,G,VS2,62.9,57.0,7080
2.04,Premium,H,SI1,60.6,61.0,12454
0.52,Ideal,G,VVS2,61.5,56.0,2012
0.71,Premium,G,SI1,62.8,61.0,2215
0.38,Premium,I,VS2,62.5,58.0,633
0.31,Good,H,VS1,64.0,59.0,698
0.31,Very Good,E,SI1,62.7,58.0,544
0.9,Good,E,SI2,64.1,57.0,3084
1.03,Premium,E,SI2,58.8,62.0,4070
1.54,Premium,G,SI1,60.5,61.0,11574
1.0,Good,H,VS1,62.1,64.0,4732
1.04,Premium,F,SI2,62.8,60.0,4013
0.52,Ideal,D,SI1,62.2,54.0,1429
0.38,Ideal,F,VS2,61.2,57.0,889
1.52,Premium,I,SI1,61.2,60.0,8299
0.37,Ideal,E,VS1,61.6,54.7,886
1.53,Ideal,G,SI2,61.7,57.0,7240
1.12,Premium,J,VS2,58.6,58.0,4422
1.01,Premium,H,SI2,60.3,60.0,4638
0.91,Fair,E,VS2,61.8,66.0,4550
0.3,Good,F,VS2,63.4,59.0,565
2.36,Ideal,H,SI2,61.8,56.0,14146
0.53,Good,D,SI2,63.9,55.0,1226
0.33,Ideal,H,VVS2,61.9,55.0,854
0.7,Good,F,SI2,64.1,55.0,1851
0.28,Ideal,I,VS1,62.0,56.0,503
1.51,Premium,F,VS2,61.9,59.0,14334
1.2,Ideal,F,VS2,61.9,53.0,8669
0.91,Premium,H,VS2,62.3,57.0,3963
0.32,Ideal,G,VVS2,61.3,56.0,730
0.49,Premium,F,SI1,58.7,60.0,1179
0.9,Very Good,D,VS1,63.4,58.0,5511
0.34,Ideal,F,SI1,59.4,57.0,491
2.01,Very Good,J,SI1,62.4,59.0,12392
0.33,Ideal,G,VS2,62.3,55.0,579
1.0,Premium,E,SI2,62.6,60.0,4116
0.51,Ideal,D,VS2,61.9,55.0,1787
0.55,Premium,D,SI1,61.9,60.0,1815
0.34,Premium,H,VS2,59.0,59.0,689
0.34,Ideal,D,VVS1,61.2,57.0,1272
0.3,Ideal,G,IF,62.5,54.0,863
0.31,Ideal,H,VS2,61.4,56.0,507
0.96,Good,H,VS1,63.9,54.0,4535
1.07,Premium,H,VS2,62.1,59.0,5424
0.41,Premium,G,SI1,61.5,59.0,719
0.8,Ideal,F,VS2,61.3,55.0,3913
0.35,Ideal,F,VS2,61.4,54.0,906
0.9,Good,F,VVS1,64.2,56.0,6124
0.52,Very Good,H,SI1,59.3,59.0,1175
0.7,Ideal,E,SI2,60.5,56.0,2375
0.4,Very Good,G,VVS1,60.6,58.0,1008
0.73,Ideal,H,SI2,62.3,56.0,2278
0.56,Ideal,E,VS2,61.9,55.0,1915
0.31,Ideal,H,VVS1,60.8,55.0,942
0.91,Very Good,J,SI1,63.5,58.0,2905
1.02,Ideal,G,VS2,62.4,57.0,5346
1.04,Very Good,G,VS2,61.9,57.0,6177
0.93,Ideal,H,VS2,61.5,57.0,4218
0.53,Very Good,F,VVS2,61.4,57.0,2175
0.7,Premium,E,VS2,60.9,59.0,2673
0.34,Ideal,H,VVS1,62.0,54.0,995
0.75,Ideal,G,SI1,61.6,55.0,2902
0.42,Premium,G,SI1,62.7,59.0,717
0.37,Premium,F,VS2,61.9,58.0,957
1.59,Ideal,H,SI1,61.5,57.0,10832
1.08,Very Good,F,SI1,62.9,57.0,5014
1.25,Premium,I,VS2,61.2,58.0,6300
0.3,Very Good,H,VVS2,62.0,59.0,581
0.3,Ideal,H,SI1,62.0,56.0,450
1.02,Very Good,F,VS2,63.2,57.0,6659
0.41,Ideal,E,SI1,61.8,56.0,904
0.31,Ideal,F,VS2,62.3,55.0,802
0.7,Premium,E,SI1,62.5,61.0,2592
1.23,Very Good,F,VS1,62.0,59.0,10035
1.5,Premium,J,SI2,61.0,60.0,6048
0.35,Premium,H,VVS1,60.1,62.0,956
1.17,Premium,H,SI1,58.5,62.0,5831
0.33,Premium,G,VS2,60.8,58.0,743
1.03,Ideal,G,SI2,61.8,55.0,4582
1.01,Premium,G,VS2,63.0,56.0,5864
0.46,Ideal,H,SI1,61.2,56.0,1299
0.53,Ideal,I,SI2,61.8,55.0,844
0.54,Premium,G,VS1,61.6,58.0,1760
0.99,Fair,J,SI1,55.0,61.0,2812
0.9,Good,G,VS2,63.6,59.0,4022
2.01,Good,H,I1,63.9,59.0,7024
0.23,Very Good,E,VVS1,60.8,56.0,499
0.41,Very Good,E,VVS2,63.8,58.0,1019
0.3,Very Good,J,VS1,63.0,59.0,394
